"","Region","LocalityName","LocalityCode","Treatment","Subplot","Years_Since_Exclosure","Group","Volume_m3","Volume_m3ha"
"5126","Trøndelag","malvik","MAB","B","NH",3,"Spruce",0.00589475733194913,4.69089883853448
"5127","Trøndelag","sl_tydal","SEB","B","NH",3,"Spruce",0.00219241500129769,1.74466842382676
"5128","Trøndelag","selbu_sl","SLB","B","NH",3,"Spruce",0.00335447703088502,2.66940800476788
"5129","Trøndelag","steinkjer_1bbb","1BBUB","UB","NH",3,"Spruce",0.00345803270179081,2.75181498931715
"5130","Telemark","nome_cappelen1","1CAUB","UB","NH",3,"Spruce",0.0125971191279522,10.0244688896553
"5131","Telemark","drangedal1","1DRUB","UB","NH",3,"Spruce",0.000247002335842201,0.196558213522654
"5132","Telemark","fritsoe1","1FRUB","UB","NH",3,"Spruce",0.00691606540358162,5.5036299786343
"5133","Telemark","furesdal","1FYUB","UB","NH",3,"Spruce",0.000247002335842201,0.196558213522654
"5134","Trøndelag","namdalseid_1kub","1KUB","UB","NH",3,"Spruce",0.00197601868673761,1.57246570818123
"5135","Trøndelag","sub_namdalseid","1SUB","UB","NH",3,"Spruce",0.000247002335842201,0.196558213522654
"5136","Telemark","nome_cappelen2","2CAUB","UB","NH",3,"Spruce",0.000741007007526603,0.589674640567961
"5137","Telemark","fritsoe2","2FRUB","UB","NH",3,"Spruce",0.00592805606021282,4.71739712454368
"5138","Telemark","kviteseid2","2KVUB","UB","NH",3,"Spruce",0.00148201401505321,1.17934928113592
"5139","Trøndelag","verdal_2vb","2VBUB","UB","NH",3,"Spruce",0.00222302102257981,1.76902392170388
"5140","Telemark","kviteseid3","3KVUB","UB","NH",3,"Spruce",0.011115105112899,8.84511960851941
"5141","Telemark","notodden3","3NOUB","UB","NH",3,"Spruce",0.000247002335842201,0.196558213522654
"5142","Telemark","drangedal4","4DRUB","UB","NH",3,"Spruce",0.000988009343368803,0.786232854090614
"5143","Telemark","notodden4","4NOUB","UB","NH",3,"Spruce",0.00494004671684402,3.93116427045307
"5144","Telemark","notodden5","5NOUB","UB","NH",3,"Spruce",0.0200071892032183,15.921215295335
"5145","Trøndelag","bratsberg","BRUB","UB","NH",3,"Spruce",0.000988009343368803,0.786232854090614
"5146","Trøndelag","selbu_flub","FLUB","UB","NH",3,"Spruce",0.00889208409031923,7.07609568681553
"5147","Trøndelag","hi_tydal","HIUB","UB","NH",3,"Spruce",0.00247002335842201,1.96558213522654
"5148","Trøndelag","malvik","MAUB","UB","NH",3,"Spruce",0.00321103036594861,2.5552567757945
"5149","Trøndelag","sl_tydal","SEUB","UB","NH",3,"Spruce",0.0022230210225798,1.76902392170388
"5150","Trøndelag","selbu_sl","SLUB","UB","NH",3,"Spruce",0.00247002335842201,1.96558213522654
"5151","Trøndelag","steinkjer_1bbb","1BBB","B","NV",3,"Spruce",0.0017091941344407,1.36013347599955
"5152","Telemark","nome_cappelen1","1CAB","B","NV",3,"Spruce",0.00015042174928627,0.119701824737198
"5153","Telemark","drangedal1","1DRB","B","NV",3,"Spruce",0.0039561640280301,3.14821530371667
"5154","Telemark","fritsoe1","1FRB","B","NV",3,"Spruce",0.00185961588372697,1.47983530073675
"5155","Telemark","furesdal","1FYB","B","NV",3,"Spruce",0.00180506099143525,1.43642189684639
"5156","Trøndelag","namdalseid_1kub","1KB","B","NV",3,"Spruce",0.00136132883467428,1.08331106605971
"5157","Telemark","kviteseid1","1KVB","B","NV",3,"Spruce",0.00068066441733714,0.541655533029853
"5158","Trøndelag","nsb_verdal","1NSB","B","NV",3,"Spruce",0.00143277316376849,1.14016465671585
"5159","Trøndelag","sub_namdalseid","1SB","B","NV",3,"Spruce",0.00015042174928627,0.119701824737198
"5160","Trøndelag","steinkjer_2bbb","2BBB","B","NV",3,"Spruce",0.00238985855177784,1.90178900902941
"5161","Telemark","nome_cappelen2","2CAB","B","NV",3,"Spruce",0.000451265247858811,0.359105474211596
"5162","Telemark","fritsoe2","2FRB","B","NV",3,"Spruce",0.00015042174928627,0.119701824737198
"5163","Telemark","kviteseid2","2KVB","B","NV",3,"Spruce",0.00759459512068518,6.04358677119318
"5164","Trøndelag","verdal_2vb","2VBB","B","NV",3,"Spruce",0.00238985855177784,1.90178900902941
"5165","Telemark","kviteseid3","3KVB","B","NV",3,"Spruce",0.00185961588372697,1.47983530073675
"5166","Telemark","notodden3","3NOB","B","NV",3,"Spruce",0.000752108746431352,0.598509123685993
"5167","Telemark","drangedal4","4DRB","B","NV",3,"Spruce",0.00166217233324682,1.3227147155341
"5168","Telemark","notodden4","4NOB","B","NV",3,"Spruce",0.000451265247858811,0.359105474211596
"5169","Telemark","notodden5","5NOB","B","NV",3,"Spruce",0.00962699195432131,7.66091678318071
"5170","Telemark","notodden6","6NOB","B","NV",3,"Spruce",0.00015042174928627,0.119701824737198
"5171","Trøndelag","selbu_flub","FLB","B","NV",3,"Spruce",0.0017091941344407,1.36013347599955
"5172","Trøndelag","hi_tydal","HIB","B","NV",3,"Spruce",0.00068066441733714,0.541655533029853
"5173","Trøndelag","selbu_kl","KLB","B","NV",3,"Spruce",0.00105295224500389,0.837912773160388
"5174","Trøndelag","singsaas","LAB","B","NV",3,"Spruce",0.000981507915909681,0.78105918250425
"5175","Trøndelag","malvik","MAB","B","NV",3,"Spruce",0.00201003763301324,1.59953712547395
"5176","Trøndelag","sl_tydal","SEB","B","NV",3,"Spruce",0.000601686997145082,0.478807298948795
"5177","Trøndelag","selbu_sl","SLB","B","NV",3,"Spruce",0.00506367116532572,4.02954148076743
"5178","Trøndelag","steinkjer_1bbb","1BBUB","UB","NV",3,"Spruce",0.000247002335842201,0.196558213522654
"5179","Telemark","nome_cappelen1","1CAUB","UB","NV",3,"Spruce",0.000247002335842201,0.196558213522654
"5180","Telemark","drangedal1","1DRUB","UB","NV",3,"Spruce",0.00172901635089541,1.37590749465857
"5181","Telemark","fritsoe1","1FRUB","UB","NV",3,"Spruce",0.00716306773942382,5.70018819215695
"5182","Telemark","furesdal","1FYUB","UB","NV",3,"Spruce",0.00296402803010641,2.35869856227184
"5183","Trøndelag","namdalseid_1kub","1KUB","UB","NV",3,"Spruce",0.00444604204515962,3.53804784340777
"5184","Trøndelag","sub_namdalseid","1SUB","UB","NV",3,"Spruce",0.000988009343368803,0.786232854090614
"5185","Trøndelag","steinkjer_2bbb","2BBUB","UB","NV",3,"Spruce",0.00889208409031923,7.07609568681552
"5186","Telemark","fritsoe2","2FRUB","UB","NV",3,"Spruce",0.0022230210225798,1.76902392170388
"5187","Telemark","kviteseid2","2KVUB","UB","NV",3,"Spruce",0.000988009343368803,0.786232854090614
"5188","Trøndelag","verdal_2vb","2VBUB","UB","NV",3,"Spruce",0.00197601868673761,1.57246570818123
"5189","Telemark","kviteseid3","3KVUB","UB","NV",3,"Spruce",0.0266762522709577,21.2282870604466
"5190","Telemark","notodden3","3NOUB","UB","NV",3,"Spruce",0.000988009343368803,0.786232854090614
"5191","Telemark","drangedal4","4DRUB","UB","NV",3,"Spruce",0.00419903970931742,3.34148962988511
"5192","Telemark","notodden4","4NOUB","UB","NV",3,"Spruce",0.000247002335842201,0.196558213522654
"5193","Telemark","notodden5","5NOUB","UB","NV",3,"Spruce",0.0217362055541137,17.2971227899935
"5194","Trøndelag","bratsberg","BRUB","UB","NV",3,"Spruce",0.00222302102257981,1.76902392170388
"5195","Trøndelag","hi_tydal","HIUB","UB","NV",3,"Spruce",0.00247002335842201,1.96558213522654
"5196","Trøndelag","selbu_kl","KLUB","UB","NV",3,"Spruce",0.00617505839605502,4.91395533806634
"5197","Trøndelag","singsaas","LAUB","UB","NV",3,"Spruce",0.000988009343368803,0.786232854090614
"5198","Trøndelag","malvik","MAUB","UB","NV",3,"Spruce",0.00247002335842201,1.96558213522654
"5199","Trøndelag","sl_tydal","SEUB","UB","NV",3,"Spruce",0.00271702569426421,2.16214034874919
"5200","Trøndelag","selbu_sl","SLUB","UB","NV",3,"Spruce",0.00222302102257981,1.76902392170388
"5201","Hedmark","nes_1","DDB","B","NW",3,"Spruce",0.00271512457825071,2.16062748869449
"5202","Hedmark","didrik_holmsen","DHB","B","NW",3,"Spruce",0.00254028030106411,2.02149083376661
"5203","Hedmark","fet_3","FKB","B","NW",3,"Spruce",0.00211343758110563,1.6818201897457
"5204","Hedmark","kongsvinger_1","IAAB","B","NW",3,"Spruce",0.0116972943161173,9.30841105605401
"5205","Hedmark","kongsvinger_2","JCDB","B","NW",3,"Spruce",0.00143277316376849,1.14016465671585
"5206","Hedmark","nes_2","OLB","B","NW",3,"Spruce",0.00339578899558785,2.70228302172434
"5207","Hedmark","stig_dahlen","SDB","B","NW",3,"Spruce",0.00488311705164807,3.88586108233056
"5208","Hedmark","stangeskovene eidskog ","SSBB","B","NW",3,"Spruce",0.0170204970153127,13.5444811693394
"5209","Hedmark","eidskog","STSKNB","B","NW",3,"Spruce",0.00105295224500389,0.837912773160388
"5210","Hedmark","truls_holm","THB","B","NW",3,"Spruce",0.00135379574357643,1.07731642263478
"5211","Hedmark","nes_1","DDUB","UB","NW",3,"Spruce",0.0466834414741759,37.1495023557815
"5212","Hedmark","didrik_holmsen","DHUB","UB","NW",3,"Spruce",0.00321103036594861,2.5552567757945
"5213","Hedmark","fet_3","FKUB","UB","NW",3,"Spruce",0.001235011679211,0.982791067613267
"5214","Hedmark","kongsvinger_1","IAAUB","UB","NW",3,"Spruce",0.0612565792888658,48.7464369536181
"5215","Hedmark","kongsvinger_2","JCDUB","UB","NW",3,"Spruce",0.000988009343368803,0.786232854090614
"5216","Hedmark","nes_2","OLUB","UB","NW",3,"Spruce",0.00271702569426421,2.16214034874919
"5217","Hedmark","stig_dahlen","SDUB","UB","NW",3,"Spruce",0.00345803270179081,2.75181498931715
"5218","Hedmark","sorum_1","SKUB","UB","NW",3,"Spruce",0.000494004671684402,0.393116427045307
"5219","Hedmark","stangeskovene_aurskog","SSAUB","UB","NW",3,"Spruce",0.00222302102257981,1.76902392170388
"5220","Hedmark","stangeskovene eidskog ","SSBUB","UB","NW",3,"Spruce",0.000988009343368803,0.786232854090614
"5221","Hedmark","truls_holm","THUB","UB","NW",3,"Spruce",0.0125971191279522,10.0244688896553
"5222","Telemark","nome_cappelen1","1CAB","B","ØH",3,"Spruce",0.000300843498572541,0.239403649474397
"5223","Telemark","drangedal1","1DRB","B","ØH",3,"Spruce",0.000981507915909681,0.78105918250425
"5224","Telemark","fritsoe1","1FRB","B","ØH",3,"Spruce",0.00380574227874383,3.02851347897947
"5225","Telemark","furesdal","1FYB","B","ØH",3,"Spruce",0.000451265247858811,0.359105474211596
"5226","Trøndelag","namdalseid_1kub","1KB","B","ØH",3,"Spruce",0.00068066441733714,0.541655533029853
"5227","Trøndelag","nsb_verdal","1NSB","B","ØH",3,"Spruce",0.00337136646768752,2.68284819153366
"5228","Trøndelag","sub_namdalseid","1SB","B","ØH",3,"Spruce",0.000300843498572541,0.239403649474397
"5229","Trøndelag","steinkjer_2bbb","2BBB","B","ØH",3,"Spruce",0.00977012068518037,7.77481500825416
"5230","Telemark","nome_cappelen2","2CAB","B","ØH",3,"Spruce",0.000451265247858811,0.359105474211596
"5231","Telemark","fritsoe2","2FRB","B","ØH",3,"Spruce",0.00330927848429795,2.63344014421837
"5232","Telemark","kviteseid2","2KVB","B","ØH",3,"Spruce",0.00015042174928627,0.119701824737198
"5233","Trøndelag","verdal_2vb","2VBB","B","ØH",3,"Spruce",0.00409905268621853,3.26192248502895
"5234","Telemark","kviteseid3","3KVB","B","ØH",3,"Spruce",0.00307052296911498,2.44344454205926
"5235","Telemark","notodden3","3NOB","B","ØH",3,"Spruce",0.00015042174928627,0.119701824737198
"5236","Telemark","drangedal4","4DRB","B","ØH",3,"Spruce",0.00015042174928627,0.119701824737198
"5237","Telemark","notodden4","4NOB","B","ØH",3,"Spruce",0.00015042174928627,0.119701824737198
"5238","Telemark","notodden5","5NOB","B","ØH",3,"Spruce",0.0154934401764859,12.3292879479315
"5239","Telemark","notodden6","6NOB","B","ØH",3,"Spruce",0.00015042174928627,0.119701824737198
"5240","Trøndelag","bratsberg","BRB","B","ØH",3,"Spruce",0.00068066441733714,0.541655533029853
"5241","Trøndelag","selbu_flub","FLB","B","ØH",3,"Spruce",0.0017091941344407,1.36013347599955
"5242","Trøndelag","hi_tydal","HIB","B","ØH",3,"Spruce",0.00136132883467428,1.08331106605971
"5243","Trøndelag","singsaas","LAB","B","ØH",3,"Spruce",0.00113192966519595,0.900761007241449
"5244","Trøndelag","malvik","MAB","B","ØH",3,"Spruce",0.00648891123799637,5.16371149405836
"5245","Trøndelag","sl_tydal","SEB","B","ØH",3,"Spruce",0.000601686997145082,0.478807298948795
"5246","Trøndelag","selbu_sl","SLB","B","ØH",3,"Spruce",0.00068066441733714,0.541655533029853
"5247","Trøndelag","steinkjer_1bbb","1BBUB","UB","ØH",3,"Spruce",0.00247002335842201,1.96558213522654
"5248","Telemark","nome_cappelen1","1CAUB","UB","ØH",3,"Spruce",0.001235011679211,0.982791067613264
"5249","Telemark","drangedal1","1DRUB","UB","ØH",3,"Spruce",0.000494004671684402,0.393116427045307
"5250","Telemark","fritsoe1","1FRUB","UB","ØH",3,"Spruce",0.00247002335842201,1.96558213522654
"5251","Telemark","furesdal","1FYUB","UB","ØH",3,"Spruce",0.0291462756293797,23.1938691956731
"5252","Trøndelag","namdalseid_1kub","1KUB","UB","ØH",3,"Spruce",0.00864508175447703,6.87953747329287
"5253","Telemark","kviteseid1","1KVUB","UB","ØH",3,"Spruce",0.00247002335842201,1.96558213522654
"5254","Telemark","notodden1","1NOUB","UB","ØH",3,"Spruce",0.000741007007526603,0.589674640567961
"5255","Trøndelag","sub_namdalseid","1SUB","UB","ØH",3,"Spruce",0.000988009343368803,0.786232854090614
"5256","Trøndelag","verdal_1vb","1VBUB","UB","ØH",3,"Spruce",0.000247002335842201,0.196558213522654
"5257","Telemark","nome_cappelen2","2CAUB","UB","ØH",3,"Spruce",0.000988009343368803,0.786232854090614
"5258","Telemark","fritsoe2","2FRUB","UB","ØH",3,"Spruce",0.00172901635089541,1.37590749465857
"5259","Telemark","kviteseid2","2KVUB","UB","ØH",3,"Spruce",0.000494004671684402,0.393116427045307
"5260","Trøndelag","verdal_2vb","2VBUB","UB","ØH",3,"Spruce",0.00419903970931741,3.34148962988511
"5261","Telemark","kviteseid3","3KVUB","UB","ØH",3,"Spruce",0.00370503503763301,2.9483732028398
"5262","Telemark","notodden3","3NOUB","UB","ØH",3,"Spruce",0.000247002335842201,0.196558213522654
"5263","Telemark","drangedal4","4DRUB","UB","ØH",3,"Spruce",0.000988009343368803,0.786232854090614
"5264","Telemark","notodden4","4NOUB","UB","ØH",3,"Spruce",0.00222302102257981,1.76902392170388
"5265","Telemark","notodden5","5NOUB","UB","ØH",3,"Spruce",0.0321103036594861,25.5525677579449
"5266","Trøndelag","bratsberg","BRUB","UB","ØH",3,"Spruce",0.00444604204515961,3.53804784340776
"5267","Trøndelag","selbu_flub","FLUB","UB","ØH",3,"Spruce",0.00321103036594861,2.5552567757945
"5268","Trøndelag","hi_tydal","HIUB","UB","ØH",3,"Spruce",0.00444604204515962,3.53804784340777
"5269","Trøndelag","singsaas","LAUB","UB","ØH",3,"Spruce",0.0143261354788476,11.4003763843139
"5270","Trøndelag","sl_tydal","SEUB","UB","ØH",3,"Spruce",0.00148201401505321,1.17934928113592
"5271","Trøndelag","selbu_sl","SLUB","UB","ØH",3,"Spruce",0.00321103036594861,2.5552567757945
"5272","Telemark","nome_cappelen1","1CAB","B","ØV",3,"Spruce",0.000300843498572541,0.239403649474397
"5273","Telemark","drangedal1","1DRB","B","ØV",3,"Spruce",0.00135379574357643,1.07731642263478
"5274","Telemark","fritsoe1","1FRB","B","ØV",3,"Spruce",0.00015042174928627,0.119701824737198
"5275","Telemark","furesdal","1FYB","B","ØV",3,"Spruce",0.00436223072930184,3.47135291737876
"5276","Trøndelag","namdalseid_1kub","1KB","B","ØV",3,"Spruce",0.00068066441733714,0.541655533029853
"5277","Telemark","kviteseid1","1KVB","B","ØV",3,"Spruce",0.000300843498572541,0.239403649474397
"5278","Telemark","notodden1","1NOB","B","ØV",3,"Spruce",0.000601686997145082,0.478807298948795
"5279","Trøndelag","nsb_verdal","1NSB","B","ØV",3,"Spruce",0.00151175058396055,1.2030128907969
"5280","Trøndelag","sub_namdalseid","1SB","B","ØV",3,"Spruce",0.000300843498572541,0.239403649474397
"5281","Trøndelag","steinkjer_2bbb","2BBB","B","ØV",3,"Spruce",0.026351012198287,20.969469234161
"5282","Telemark","nome_cappelen2","2CAB","B","ØV",3,"Spruce",0.00120337399429016,0.957614597897586
"5283","Telemark","fritsoe2","2FRB","B","ØV",3,"Spruce",0.00151175058396055,1.2030128907969
"5284","Telemark","kviteseid2","2KVB","B","ØV",3,"Spruce",0.00128235141448222,1.02046283197865
"5285","Trøndelag","verdal_2vb","2VBB","B","ØV",3,"Spruce",0.0047158058655593,3.75271907082758
"5286","Telemark","kviteseid3","3KVB","B","ØV",3,"Spruce",0.00573497923695821,4.56375147045643
"5287","Telemark","notodden3","3NOB","B","ØV",3,"Spruce",0.000451265247858811,0.359105474211596
"5288","Telemark","drangedal4","4DRB","B","ØV",3,"Spruce",0.00015042174928627,0.119701824737198
"5289","Telemark","notodden5","5NOB","B","ØV",3,"Spruce",0.00631771347002336,5.02747663896234
"5290","Telemark","notodden6","6NOB","B","ØV",3,"Spruce",0.000300843498572541,0.239403649474397
"5291","Trøndelag","bratsberg","BRB","B","ØV",3,"Spruce",0.00015042174928627,0.119701824737198
"5292","Trøndelag","selbu_flub","FLB","B","ØV",3,"Spruce",0.0124439332987283,9.90256747999219
"5293","Trøndelag","hi_tydal","HIB","B","ØV",3,"Spruce",0.00307052296911498,2.44344454205926
"5294","Trøndelag","selbu_kl","KLB","B","ØV",3,"Spruce",0.0131755060991435,10.4847346170805
"5295","Trøndelag","singsaas","LAB","B","ØV",3,"Spruce",0.0034033220866857,2.70827766514927
"5296","Trøndelag","malvik","MAB","B","ØV",3,"Spruce",0.00561080327017908,4.46493537582586
"5297","Trøndelag","sl_tydal","SEB","B","ØV",3,"Spruce",0.00015042174928627,0.119701824737198
"5298","Trøndelag","selbu_sl","SLB","B","ØV",3,"Spruce",0.00254028030106411,2.02149083376661
"5299","Telemark","nome_cappelen1","1CAUB","UB","ØV",3,"Spruce",0.000247002335842201,0.196558213522654
"5300","Telemark","drangedal1","1DRUB","UB","ØV",3,"Spruce",0.00395203737347521,3.14493141636246
"5301","Telemark","fritsoe1","1FRUB","UB","ØV",3,"Spruce",0.00148201401505321,1.17934928113592
"5302","Telemark","furesdal","1FYUB","UB","ØV",3,"Spruce",0.00296402803010641,2.35869856227184
"5303","Trøndelag","namdalseid_1kub","1KUB","UB","ØV",3,"Spruce",0.0143261354788476,11.4003763843139
"5304","Telemark","kviteseid1","1KVUB","UB","ØV",3,"Spruce",0.00395203737347521,3.14493141636245
"5305","Trøndelag","nsb_verdal","1NSUB","UB","ØV",3,"Spruce",0.000988009343368803,0.786232854090614
"5306","Trøndelag","sub_namdalseid","1SUB","UB","ØV",3,"Spruce",0.001235011679211,0.982791067613267
"5307","Trøndelag","steinkjer_2bbb","2BBUB","UB","ØV",3,"Spruce",0.000247002335842201,0.196558213522654
"5308","Telemark","nome_cappelen2","2CAUB","UB","ØV",3,"Spruce",0.001235011679211,0.982791067613264
"5309","Telemark","fritsoe2","2FRUB","UB","ØV",3,"Spruce",0.00345803270179081,2.75181498931715
"5310","Telemark","kviteseid2","2KVUB","UB","ØV",3,"Spruce",0.00197601868673761,1.57246570818123
"5311","Trøndelag","verdal_2vb","2VBUB","UB","ØV",3,"Spruce",0.000988009343368803,0.786232854090614
"5312","Telemark","drangedal3","3DRUB","UB","ØV",3,"Spruce",0.000741007007526603,0.589674640567961
"5313","Telemark","kviteseid3","3KVUB","UB","ØV",3,"Spruce",0.00395203737347522,3.14493141636246
"5314","Telemark","notodden3","3NOUB","UB","ØV",3,"Spruce",0.00271702569426421,2.16214034874919
"5315","Telemark","drangedal4","4DRUB","UB","ØV",3,"Spruce",0.000494004671684402,0.393116427045307
"5316","Telemark","notodden4","4NOUB","UB","ØV",3,"Spruce",0.000741007007526603,0.589674640567961
"5317","Telemark","notodden5","5NOUB","UB","ØV",3,"Spruce",0.0259352452634311,20.6386124198786
"5318","Telemark","notodden6","6NOUB","UB","ØV",3,"Spruce",0.000247002335842201,0.196558213522654
"5319","Trøndelag","bratsberg","BRUB","UB","ØV",3,"Spruce",0.00197601868673761,1.57246570818123
"5320","Trøndelag","selbu_flub","FLUB","UB","ØV",3,"Spruce",0.00247002335842201,1.96558213522654
"5321","Trøndelag","hi_tydal","HIUB","UB","ØV",3,"Spruce",0.00197601868673761,1.57246570818123
"5322","Trøndelag","singsaas","LAUB","UB","ØV",3,"Spruce",0.00247002335842201,1.96558213522654
"5323","Trøndelag","malvik","MAUB","UB","ØV",3,"Spruce",0.001235011679211,0.982791067613267
"5324","Trøndelag","sl_tydal","SEUB","UB","ØV",3,"Spruce",0.000247002335842201,0.196558213522654
"5325","Trøndelag","selbu_sl","SLUB","UB","ØV",3,"Spruce",0.000988009343368803,0.786232854090614
"5326","Hedmark","nes_1","DDB","B","SE",3,"Spruce",0.00383952115234882,3.05539385251102
"5327","Hedmark","didrik_holmsen","DHB","B","SE",3,"Spruce",0.00015042174928627,0.119701824737198
"5328","Hedmark","fet_3","FKB","B","SE",3,"Spruce",0.00128235141448222,1.02046283197865
"5329","Hedmark","kongsvinger_1","IAAB","B","SE",3,"Spruce",0.0370982740721516,29.5218684938042
"5330","Hedmark","nes_2","OLB","B","SE",3,"Spruce",0.00015042174928627,0.119701824737198
"5331","Hedmark","stig_dahlen","SDB","B","SE",3,"Spruce",0.00452771866078381,3.6030440289658
"5332","Hedmark","sorum_1","SKB","B","SE",3,"Spruce",0.00068066441733714,0.541655533029853
"5333","Hedmark","eidskog","STSKNB","B","SE",3,"Spruce",0.0193669802751103,15.4117532177352
"5334","Hedmark","truls_holm","THB","B","SE",3,"Spruce",0.00291256812873086,2.31774807389714
"5335","Hedmark","nes_1","DDUB","UB","SE",3,"Spruce",0.00568105372437062,4.52083891102103
"5336","Hedmark","didrik_holmsen","DHUB","UB","SE",3,"Spruce",0.00197601868673761,1.57246570818123
"5337","Hedmark","fet_3","FKUB","UB","SE",3,"Spruce",0.00321103036594861,2.5552567757945
"5338","Hedmark","kongsvinger_1","IAAUB","UB","SE",3,"Spruce",0.0533525045419153,42.4565741208931
"5339","Hedmark","kongsvinger_2","JCDUB","UB","SE",3,"Spruce",0.00148201401505321,1.17934928113592
"5340","Hedmark","nes_2","OLUB","UB","SE",3,"Spruce",0.00321103036594861,2.55525677579449
"5341","Hedmark","stig_dahlen","SDUB","UB","SE",3,"Spruce",0.00419903970931742,3.34148962988511
"5342","Hedmark","sorum_1","SKUB","UB","SE",3,"Spruce",0.00271702569426421,2.16214034874919
"5343","Hedmark","stangeskovene_aurskog","SSAUB","UB","SE",3,"Spruce",0.00197601868673761,1.57246570818123
"5344","Hedmark","eidskog","STSKNUB","UB","SE",3,"Spruce",0.0121031144562678,9.63135246260999
"5345","Hedmark","truls_holm","THUB","UB","SE",3,"Spruce",0.00172901635089541,1.37590749465857
"5346","Hedmark","nes_1","DDB","B","SW",3,"Spruce",0.0124512263171555,9.90837107965594
"5347","Hedmark","didrik_holmsen","DHB","B","SW",3,"Spruce",0.00521409291461199,4.14924330550463
"5348","Hedmark","fet_3","FKB","B","SW",3,"Spruce",0.00068066441733714,0.541655533029853
"5349","Hedmark","kongsvinger_1","IAAB","B","SW",3,"Spruce",0.0245735400986245,19.5550018798149
"5350","Hedmark","kongsvinger_2","JCDB","B","SW",3,"Spruce",0.00068066441733714,0.541655533029853
"5351","Hedmark","nes_2","OLB","B","SW",3,"Spruce",0.00143277316376849,1.14016465671585
"5352","Hedmark","stig_dahlen","SDB","B","SW",3,"Spruce",0.00563522579807942,4.48437020601655
"5353","Hedmark","sorum_1","SKB","B","SW",3,"Spruce",0.00322094471840125,2.56314636679646
"5354","Hedmark","eidskog","STSKNB","B","SW",3,"Spruce",0.000752108746431352,0.598509123685993
"5355","Hedmark","truls_holm","THB","B","SW",3,"Spruce",0.00166217233324682,1.3227147155341
"5356","Hedmark","nes_1","DDUB","UB","SW",3,"Spruce",0.0726186867376071,57.7881147756602
"5357","Hedmark","didrik_holmsen","DHUB","UB","SW",3,"Spruce",0.00518704905268621,4.12772248397572
"5358","Hedmark","fet_3","FKUB","UB","SW",3,"Spruce",0.000988009343368803,0.786232854090614
"5359","Hedmark","kongsvinger_2","JCDUB","UB","SW",3,"Spruce",0.000247002335842201,0.196558213522654
"5360","Hedmark","nes_2","OLUB","UB","SW",3,"Spruce",0.00148201401505321,1.17934928113592
"5361","Hedmark","stig_dahlen","SDUB","UB","SW",3,"Spruce",0.00568105372437062,4.52083891102103
"5362","Hedmark","sorum_1","SKUB","UB","SW",3,"Spruce",0.00321103036594861,2.5552567757945
"5363","Hedmark","eidskog","STSKNUB","UB","SW",3,"Spruce",0.000247002335842201,0.196558213522654
"5364","Hedmark","truls_holm","THUB","UB","SW",3,"Spruce",0.000247002335842201,0.196558213522654
"5365","Hedmark","nes_1","DDB","B","NE",4,"Spruce",0.00210590449000779,1.67582554632078
"5366","Hedmark","didrik_holmsen","DHB","B","NE",4,"Spruce",0.0017091941344407,1.36013347599955
"5367","Hedmark","fet_3","FKB","B","NE",4,"Spruce",0.0278451531274332,22.1584688069087
"5368","Hedmark","halvard_pramhus","HPB","B","NE",4,"Spruce",0.00317392291720737,2.52572760633101
"5369","Hedmark","kongsvinger_1","IAAB","B","NE",4,"Spruce",0.0047326953023618,3.76615925759336
"5370","Hedmark","kongsvinger_2","JCDB","B","NE",4,"Spruce",0.00278656890734493,2.21748107935064
"5371","Hedmark","nes_2","OLB","B","NE",4,"Spruce",0.000300843498572541,0.239403649474397
"5372","Hedmark","stig_dahlen","SDB","B","NE",4,"Spruce",0.000601686997145082,0.478807298948795
"5373","Hedmark","sorum_1","SKB","B","NE",4,"Spruce",0.00307052296911498,2.44344454205926
"5374","Hedmark","stangeskovene_aurskog","SSAB","B","NE",4,"Spruce",0.00015042174928627,0.119701824737198
"5375","Hedmark","stangeskovene eidskog ","SSBB","B","NE",4,"Spruce",0.000451265247858811,0.359105474211596
"5376","Hedmark","eidskog","STSKNB","B","NE",4,"Spruce",0.00068066441733714,0.541655533029853
"5377","Hedmark","truls_holm","THB","B","NE",4,"Spruce",0.000451265247858811,0.359105474211596
"5378","Hedmark","nes_1","DDUB","UB","NE",4,"Spruce",0.00543405138852842,4.32428069749838
"5379","Hedmark","didrik_holmsen","DHUB","UB","NE",4,"Spruce",0.00222302102257981,1.76902392170388
"5380","Hedmark","fet_3","FKUB","UB","NE",4,"Spruce",0.00296402803010641,2.35869856227184
"5381","Hedmark","kongsvinger_1","IAAUB","UB","NE",4,"Spruce",0.0138321308071632,11.0072599572686
"5382","Hedmark","kongsvinger_2","JCDUB","UB","NE",4,"Spruce",0.0227242148974825,18.0833556440841
"5383","Hedmark","nes_2","OLUB","UB","NE",4,"Spruce",0.00197601868673761,1.57246570818123
"5384","Hedmark","stig_dahlen","SDUB","UB","NE",4,"Spruce",0.00321103036594861,2.5552567757945
"5385","Hedmark","sorum_1","SKUB","UB","NE",4,"Spruce",0.00296402803010641,2.35869856227184
"5386","Hedmark","stangeskovene_aurskog","SSAUB","UB","NE",4,"Spruce",0.000247002335842201,0.196558213522654
"5387","Hedmark","stangeskovene eidskog ","SSBUB","UB","NE",4,"Spruce",0.000988009343368803,0.786232854090614
"5388","Hedmark","eidskog","STSKNUB","UB","NE",4,"Spruce",0.000247002335842201,0.196558213522654
